Image Path,Source URL,Search Term
data_collection/scraper/images/dayan_drum/Dayan_drum_6807230299478432500.jpg,https://th.bing.com/th/id/OIP.8T2lVRj5t9hrM7hUTO57BQAAAA?w=155&h=179&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_6689786103972377381.jpg,https://th.bing.com/th/id/OIP.uSGuSylkQChBSimtj1MqqgHaEf?w=320&h=194&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8589761921723682993.jpg,https://th.bing.com/th/id/OIP.KWRgUH2e0afEqHVxPNzBFAHaGj?w=179&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_3740392960422989973.jpg,https://th.bing.com/th/id/OIP.c1GPHKK83xAxD-DYuc_9lgHaIr?w=135&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8194317990422728625.jpg,https://th.bing.com/th/id/OIP.kpX20209_-CiIqXDrQ9MxAAAAA?w=150&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_2972186664553853703.jpg,https://th.bing.com/th/id/OIP.NTcg89A2uof_PyLxignKyQHaFn?w=210&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_5508564660565649640.jpg,https://th.bing.com/th/id/OIP.SMkGCFWXDKPPXK0AN7_KdgHaF7?w=246&h=197&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_4687707157063192053.jpg,https://th.bing.com/th/id/OIP._pd3W1gM8AUPYutVZXEUbgHaF7?w=197&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8213927824706849483.jpg,https://th.bing.com/th/id/OIP.lxG39OJRCPLI3AP_aOrKlgAAAA?w=186&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_5353431826453456013.jpg,https://th.bing.com/th/id/OIP.rjhDm9iAvlMvo7aPWIEL4QHaHa?w=196&h=197&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_6234175519171502698.jpg,https://th.bing.com/th/id/OIP.f1O-e0yKU_3GqmaANs9KrQHaGs?w=218&h=197&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_7070560858496156205.jpg,https://th.bing.com/th/id/OIP.JuHYZAVz4uj7JA5YHzPbmgHaHa?w=197&h=197&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_6825816267344644786.jpg,https://th.bing.com/th/id/OIP.PQ47oWgADOpHAsBMzRM1ZQAAAA?w=191&h=191&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_3308545741930761110.jpg,https://th.bing.com/th/id/OIP.FQJ7t4Hvb_dTOB9yfoobDAHaEz?w=305&h=197&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_5758077563099784104.jpg,https://th.bing.com/th/id/OIP.vNuA2D-_PdYpIJjvOpddqwAAAA?w=192&h=191&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_4161391874195534186.jpg,https://th.bing.com/th/id/OIP.wdSgxfXC3ZFD-fM5HGaFeAAAAA?w=191&h=191&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_4758272544224226978.jpg,https://th.bing.com/th/id/OIP.1qZkGYNH1k0cLhZPkdDdhgHaHa?w=191&h=191&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_6519016958317169910.jpg,https://th.bing.com/th/id/OIP._sej6XeYQjNUAtZdMY-tVAHaJ4?w=144&h=191&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8214111892057347678.jpg,https://th.bing.com/th/id/OIP.9lueWZFT90ie2RYuysLP1gHaFJ?w=286&h=199&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8787505160267655713.jpg,https://th.bing.com/th/id/OIP.Ov3hFrAwmCLBGgk-6igzswAAAA?w=166&h=191&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_1382348688377793608.jpg,https://th.bing.com/th/id/OIP.4IYbWev004XJBdEM7eVyqQHaKW?w=137&h=191&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_7650788264943129179.jpg,https://th.bing.com/th/id/OIP.LsOHr7z5VTkd0KW3Ir82UAAAAA?w=180&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_5204700858505514712.jpg,https://th.bing.com/th/id/OIP.cljMRA4LzdOiRe3WupFrpwHaE4?w=272&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_1106005214831118029.jpg,https://th.bing.com/th/id/OIP.8rB2GNG6n2raqgWusMhpbAHaHa?w=181&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_399362659508671522.jpg,https://th.bing.com/th/id/OIP.ohfzxEKhoV-Xpr9oAcxxwgHaJo?w=139&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_429621560767624373.jpg,https://th.bing.com/th/id/OIP.L9xYt_ldu7j9SH6MqUGX7wHaDv?w=349&h=177&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_2645246119315956806.jpg,https://th.bing.com/th/id/OIP.Q5oj-ba862LVhvT7CzVDwAHaHa?w=180&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_1074954936790324295.jpg,https://th.bing.com/th/id/OIP.JK_sYaHz9HP6jCbxuFJPLAHaKd?w=128&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_2082307609656714815.jpg,https://th.bing.com/th/id/OIP.ahNMrek2SYNgYhmSGkkD5wHaGL?w=204&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_2530151834962025166.jpg,https://th.bing.com/th/id/OIP.W-XBvfzQgVOlsIbSFb12FwHaKL?w=132&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8232589594864430427.jpg,https://th.bing.com/th/id/OIP.mOgbRNgDmtj7pWnjPyYA8wHaEp?w=271&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_7205566826091703452.jpg,https://th.bing.com/th/id/OIP._Q0mHdangZXNU35Uz1TXmgHaHD?w=198&h=188&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_3647304323078472317.jpg,https://th.bing.com/th/id/OIP.oWuRHpOFwKv_FjDtfdfvigHaFq?w=224&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_1812414663341354945.jpg,https://th.bing.com/th/id/OIP.QE5i0AI0WP01s28CBfaqXQHaJ8?w=140&h=188&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_596372380401596468.jpg,https://th.bing.com/th/id/OIP.Wu-Wf-djmy4URMe2BHNYrwHaE1?w=289&h=188&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8777099517863445358.jpg,https://th.bing.com/th/id/OIP.h55ebPYw2XnjeO4K22LJLgAAAA?w=180&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_5802218332193240247.jpg,https://th.bing.com/th/id/OIP.jmQ68g2z_CpnYMlByUq4YAHaGT?w=221&h=188&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8295376597512602997.jpg,https://th.bing.com/th/id/OIP.NTGO8KSJTUOMOJ8RhReJ5gHaHa?w=131&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_5303301047086189613.jpg,https://th.bing.com/th/id/OIP.grutbSTojYZrNhYeob_LBQHaGn?w=209&h=188&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_4079084283935981118.jpg,https://th.bing.com/th/id/OIP.g1CCYXNlSfEiKDM2plinQgAAAA?w=166&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_4210199389421999244.jpg,https://th.bing.com/th/id/OIP.Bys-_i7nahWPOmXg6SCE6wHaEJ?w=296&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_6675516734073923807.jpg,https://th.bing.com/th/id/OIP.LVmR72ZdY3rVzd4IrMy26QHaE4?w=253&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_7864507239002583053.jpg,https://th.bing.com/th/id/OIP.GRnEm5mUB4uoVtWLQ2J7hgHaJK?w=155&h=192&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_6519870950279708983.jpg,https://th.bing.com/th/id/OIP.6Gz1z4m5P9gRbHE-Ugk4bQHaHa?w=167&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_1509762917732655438.jpg,https://th.bing.com/th/id/OIP.vW_JJVwqI2wyafsS1xBo3QAAAA?w=115&h=192&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_2474891233470812140.jpg,https://th.bing.com/th/id/OIP.LW301uqJ6yYRAkmXDJjwWwHaEm?w=309&h=192&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_3949719562522264391.jpg,https://th.bing.com/th/id/OIP.aSbES6nZn25mc3BZmUKevwHaJZ?w=151&h=192&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_1243925156270449801.jpg,https://th.bing.com/th/id/OIP.Ua1oQ-R2v2WCEN9wLkRgvQAAAA?w=181&h=181&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8706627104811414788.jpg,https://th.bing.com/th/id/OIP.Z0y7HlwFIhx_CVA6yPwZYQHaHa?w=181&h=181&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_3550445879813556639.jpg,https://th.bing.com/th/id/OIP.7674Im-D2ml1yg5zFNN6ygAAAA?w=181&h=181&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8069518653927703767.jpg,https://th.bing.com/th/id/OIP.JUCG3m2mdlIge6Q1BjZ2GQHaIV?w=170&h=192&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_3220890414521520727.jpg,https://th.bing.com/th/id/OIP.pYXDYCQAxjFt64pmXOmmEwHaKh?w=117&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_2621370222149718999.jpg,https://th.bing.com/th/id/OIP.Bb0xSFesXI_Kn6gsU_O3ugAAAA?w=192&h=192&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_1284639720012822050.jpg,https://th.bing.com/th/id/OIP.zVhwErYppPeJ0C8Hh-vB9QAAAA?w=163&h=188&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_4387756831124467533.jpg,https://th.bing.com/th/id/OIP.ay2J2StHOQR0vRRLEo-aWwHaHa?w=183&h=183&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_6845069008065129819.jpg,https://th.bing.com/th/id/OIP.fHtYQCd1r8dVzSm6u5gQ9AHaHa?w=183&h=183&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_6759271508231184015.jpg,https://th.bing.com/th/id/OIP.wSIRMaRbb9hkJuB7qy2u6AHaHU?w=185&h=183&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_4682623750481196276.jpg,https://th.bing.com/th/id/OIP.R086EHmvQpmG6fb4gIw41AHaE8?w=275&h=183&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_7612811066807570581.jpg,https://th.bing.com/th/id/OIP.Ba8KYOWKFhcp7W8uIk5AsQHaHl?w=175&h=181&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_4384198292675775838.jpg,https://th.bing.com/th/id/OIP.RcqJV1aZx0KbYO-1awMaiQFNC7?w=321&h=181&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_5952174686399616291.jpg,https://th.bing.com/th/id/OIP.AbHiJycNSIt-tx99HGtLUwHaJB?w=150&h=183&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_7946199495338625332.jpg,https://th.bing.com/th/id/OIP.YjPOh9Osa5DH_n7a1uWLiAHaHD?w=200&h=186&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_4193818094410549951.jpg,https://th.bing.com/th/id/OIP.ZVcVbFJlN8Rh7_TrG__beAHaLS?w=127&h=186&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_3184902843481362319.jpg,https://th.bing.com/th/id/OIP.YKGpX5KQi92I-qkLFVaOnwHaKA?w=125&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_6194853174096744219.jpg,https://th.bing.com/th/id/OIP.G4RDi5K4QR8XMAcSnVHyXwHaKL?w=140&h=186&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_7351722969415427878.jpg,https://th.bing.com/th/id/OIP.CX5typuWXQQPeNBowhWBcAHaMT?w=120&h=186&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_5832900459787040293.jpg,https://th.bing.com/th/id/OIP.GH4WnalYDsdYOr8o_sZeQQAAAA?w=181&h=181&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_6649047967553521154.jpg,https://th.bing.com/th/id/OIP.Yzr7LFTGy3VD3tLEbGPK8wAAAA?w=183&h=183&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_793974422076414255.jpg,https://th.bing.com/th/id/OIP.agV5PjbFAo2q-7vxUS0wtAAAAA?w=168&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_4302923121698469926.jpg,https://th.bing.com/th/id/OIP.y8H6rKWJ7lkxwoI-n6AtMgHaHY?w=169&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_7922025100025097987.jpg,https://th.bing.com/th/id/OIP.3C2G_AURO-Xytq-QUVSBcQHaHa?w=191&h=186&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_1656139330008720194.jpg,https://th.bing.com/th/id/OIP.6vex44P8jWOK3MBHKqpPcwHaHw?w=161&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_3105323664829979708.jpg,https://th.bing.com/th/id/OIP.H1dn18Z6yswyVImYciAKhAAAAA?w=147&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_2363098787101994445.jpg,https://th.bing.com/th/id/OIP.Cad9EMOLvPSAtkMfcxlYLwHaFj?w=248&h=186&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8370295262038220158.jpg,https://th.bing.com/th/id/OIP.lZ-hGe9oxIcdfLg0d2RlsgHaHa?w=186&h=186&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_7413885795449044287.jpg,https://th.bing.com/th/id/OIP.HIEsj3bwZYAjdBTNS8ltOAAAAA?w=185&h=185&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_1955390767840887688.jpg,https://th.bing.com/th/id/OIP.V740shzRjoaqZt_LCwmWKgHaHa?w=185&h=185&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_9149422866235735141.jpg,https://th.bing.com/th/id/OIP.UyNk_0hggRcckg7Od-lA8wHaHa?w=185&h=185&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_4866939937178065567.jpg,https://th.bing.com/th/id/OIP.bexdBdYOBlLYY8wzRM7HlQAAAA?w=158&h=185&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_6440871820713502491.jpg,https://th.bing.com/th/id/OIP.zCaMU5w6y8e8qM1qTKiDMgHaDv?w=327&h=177&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_6216943193041013379.jpg,https://th.bing.com/th/id/OIP.9qYvGxajg_Tq2m57tHZGEgHaHa?w=152&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_5670489985038379530.jpg,https://th.bing.com/th/id/OIP.oTL7GWiTXVv4mzNw0R8OzwHaFj?w=203&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_1113660818142965315.jpg,https://th.bing.com/th/id/OIP.JF5chDNiBii81HuP64yREgHaLJ?w=115&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8759989143939965989.jpg,https://th.bing.com/th/id/OIP.wCFrknPP1GSykYSgMxjx-QHaHa?w=186&h=185&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8303830375909542769.jpg,https://th.bing.com/th/id/OIP.h7K35NpwoKQVhYCa07UDFAHaHa?w=152&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_2717114235323254384.jpg,https://th.bing.com/th/id/OIP.n5ouT4J6IhzIiNPCryTQsAHaEJ?w=270&h=180&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_8072879121308512457.jpg,https://th.bing.com/th/id/OIP.gfTWM42TuezBHLdBp9eieQHaKL?w=135&h=185&c=7&r=0&o=5&pid=1.7,Dayan drum
data_collection/scraper/images/dayan_drum/Dayan_drum_3522488223378872294.jpg,https://th.bing.com/th/id/OIP.wX2xrqpoRnNp03aw77g46wHaGo?w=219&h=196&c=7&r=0&o=5&pid=1.7,Dayan drum
